#-------------- Creating on pcbutt163 @ 2019-02-05 03:28:59.945580
#--------------------------------------------------------------------------------
# 	 INIT TRANSFER TEST .....						       
#
# VDS       : 50.0 	 Current compliance 0.001
# VGS       : 0.0 	 Current compliance 0.001
# VGS_STOP  : 50.0
# VGS_STEP  : 1.0
# NPLC      : 1.0
# DELETE    : 0.0
# SWEEP     : True
# Number of Pts.: 50
# pozycja poczatkowa szhuttera: 0 keep open 0 before measurmeents
# TIME START:     2019-02-05 03:28:59.945810
# :: --------------------------- transfer ------------------------------------------
# ::   VGS          IDS           IGS           VDS         IDS_Time       delta    
# :: -------------------------------------------------------------------------------
#------ comments: init_log
0.0 +1.181417E-08 +3.285097E-09
1.0 +1.210747E-08 +5.297187E-09
2.0 +1.076666E-08 +5.255249E-09
3.0 +9.886762E-09 +6.554742E-09
4.0 +1.038955E-08 +5.716366E-09
5.0 +9.886763E-09 +6.387063E-09
6.0 +1.026386E-08 +5.213344E-09
7.0 +9.635368E-09 +6.806235E-09
8.0 +1.055716E-08 +5.758284E-09
9.0 +9.844877E-09 +6.848169E-09
10.0 +9.216361E-09 +6.890087E-09
11.0 +1.055718E-08 +6.093633E-09
12.0 +2.673054E-08 +5.590600E-09
13.0 +1.122756E-08 +6.638578E-09
14.0 +9.593480E-09 +6.387065E-09
15.0 +1.018008E-08 +6.764333E-09
16.0 +9.761072E-09 +6.554734E-09
17.0 +1.009625E-08 +7.435011E-09
18.0 +9.551576E-09 +6.890081E-09
19.0 +9.970567E-09 +6.387062E-09
20.0 +1.026387E-08 +7.267343E-09
21.0 +9.844873E-09 +6.387054E-09
22.0 +9.844879E-09 +6.387062E-09
23.0 +8.168866E-09 +6.680486E-09
24.0 +9.761079E-09 +6.806231E-09
25.0 +9.425872E-09 +7.015837E-09
26.0 +1.009629E-08 +6.680486E-09
27.0 +9.467771E-09 +7.141588E-09
28.0 +1.051529E-08 +7.225432E-09
29.0 +9.761068E-09 +6.848160E-09
30.0 +9.300175E-09 +6.973908E-09
31.0 +1.047338E-08 +6.387070E-09
32.0 +1.022197E-08 +7.560785E-09
33.0 +1.135327E-08 +7.602681E-09
34.0 +1.126946E-08 +7.057748E-09
35.0 +1.261027E-08 +6.680487E-09
36.0 +1.252647E-08 +6.387060E-09
37.0 +1.483096E-08 +7.770363E-09
38.0 +1.680025E-08 +8.231467E-09
39.0 +2.480314E-08 +6.554731E-09
40.0 +2.555734E-08 +7.057743E-09
41.0 +4.667377E-08 +7.644616E-09
42.0 -2.875607E-07 +7.518855E-09
43.0 +5.274872E-08 +7.351184E-09
44.0 +6.561086E-08 +7.225426E-09
45.0 +8.584676E-08 +7.979951E-09
46.0 +1.238048E-07 +7.602686E-09
47.0 +1.632710E-07 +8.189550E-09
48.0 +2.194120E-07 +7.854207E-09
49.0 +2.743379E-07 +7.979958E-09
50.0 +3.793300E-07 +1.032739E-08
50.0 +3.319453E-07 +7.770366E-09
49.0 +1.872775E-07 +6.638566E-09
48.0 +1.114035E-07 +5.171419E-09
47.0 +6.946534E-08 +4.291139E-09
46.0 +4.399241E-08 +6.470893E-09
45.0 +2.957974E-08 +4.333062E-09
44.0 +2.157685E-08 +5.129498E-09
43.0 +1.587847E-08 +4.752237E-09
42.0 +1.252647E-08 +5.464854E-09
41.0 +1.202367E-08 +5.422930E-09
40.0 +1.126947E-08 +4.836077E-09
39.0 +1.034767E-08 +7.351182E-09
38.0 +1.051528E-08 +5.716369E-09
37.0 +1.064096E-08 +4.626477E-09
36.0 +1.110186E-08 +5.548675E-09
35.0 +9.970575E-09 +3.662354E-09
34.0 +1.009628E-08 +5.464840E-09
33.0 +1.038958E-08 +3.788104E-09
32.0 +9.970574E-09 +4.039630E-09
31.0 +1.168847E-08 +5.884033E-09
30.0 +9.300177E-09 +5.045677E-09
29.0 +1.005437E-08 +7.435017E-09
28.0 +1.047337E-08 +4.668395E-09
27.0 +9.886747E-09 +5.045662E-09
26.0 +1.122757E-08 +6.932007E-09
25.0 +1.080856E-08 +5.381019E-09
24.0 +9.593469E-09 +5.213347E-09
23.0 +1.043148E-08 +4.374966E-09
22.0 +1.064099E-08 +5.632519E-09
21.0 +1.076665E-08 +4.123457E-09
20.0 +1.047337E-08 +6.177467E-09
19.0 +1.101806E-08 +3.997697E-09
18.0 +1.018008E-08 +4.710324E-09
17.0 +7.959377E-09 +4.877998E-09
16.0 +9.258274E-09 +5.087586E-09
15.0 +1.164655E-08 +4.794164E-09
14.0 +1.080857E-08 +4.919912E-09
13.0 +1.080856E-08 +4.458809E-09
12.0 +9.593464E-09 +3.913868E-09
11.0 +1.152086E-08 +6.135557E-09
10.0 +9.719171E-09 +3.410839E-09
9.0 +9.300196E-09 +4.039618E-09
8.0 +1.114377E-08 +4.500730E-09
7.0 +1.110187E-08 +4.668403E-09
6.0 +1.022197E-08 +4.249223E-09
5.0 +1.047338E-08 +4.374980E-09
4.0 +1.022197E-08 +4.416895E-09
3.0 +1.038958E-08 +3.871959E-09
2.0 +1.114378E-08 +4.542632E-09
1.0 +9.928666E-09 +3.578517E-09
0.0 +1.076667E-08 +4.123471E-09
#
#----------------------- FOOTER ------------------------------------
# DEV_1 VDS:  KEITHLEY INSTRUMENTS INC.,MODEL 2400,4033786,C32   Oct  4 2010 14:20:11/A02  /T/K
# DEV_1 VDS: Serial<id=0xb397c5cc, open=True>(port='/dev/ttyUSB0', baudrate=9600, bytesize=8, parity='N', stopbits=1, timeout=1, xonxoff=0, rtscts=1, dsrdtr=False)
# DEV_2 VGS:  KEITHLEY INSTRUMENTS INC.,MODEL 2400,1322544,C32   Oct  4 2010 14:20:11/A02  /R/J
# DEV_1 VDS: Serial<id=0xb396e80c, open=True>(port='/dev/ttyUSB5', baudrate=9600, bytesize=8, parity='N', stopbits=1, timeout=1, xonxoff=0, rtscts=1, dsrdtr=False)
#
# ======= ERROR'S @ VDS
## :STAT:MEAS?   	 64 
## :SYST:ERR:ALL? 	 0,"No error" 
## *ESR?   	 0 
## *OPC?   	 1 
## :STAT:OPER?   	 1088 
